42,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,137.1509434,156.379545,177.2658357,196.9563183,214.450996,232.2542056,308.5195531,469.490566,628,767.08
44,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,125.7607362,143.788134,162.486565,178.8678414,193.2516605,207.4119658,275,404.6507937,546.5714286,670.7931034
46,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,114.9161677,132.1053581,149.0722697,162.7864078,174.966323,186.4818898,247.6027397,357.5753425,485.5,597.8484848
48,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,104.5789474,121.2362877,136.8421982,148.3955322,159.0327974,168.6072993,224.790795,321.8433735,438,540.6756757
49,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,99.58959538,116.0807804,131.1232995,141.7528809,151.8105919,160.6140845,214.7590361,307.0227273,418,516.4871795
50,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,94.71428571,111.0987717,125.6461636,135.4419476,145.0247734,153.1646259,205.5019305,293.7956989,400,494.6585366
51,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,89.94915254,106.2816482,120.3957773,129.4384896,138.6369501,146.2052632,196.9330855,281.9183673,383.7142857,474.8604651
52,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,85.29050279,101.6213576,115.3583452,123.7205707,132.6131054,139.689172,188.9784946,271.1941748,368.9090909,456.8222222
53,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,80.73480663,97.11036361,110.5211688,118.2682927,126.9229917,133.5753086,181.5743945,261.462963,355.3913043,440.3191489
54,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,76.27868852,92.74160492,105.8725395,113.0635641,121.5396226,127.8275449,174.6655518,252.5929204,343,425.1632653
55,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,71.91891892,88.50845879,101.401644,108.0899001,116.4388451,122.4139535,168.2038835,244.4745763,331.6,411.1960784
56,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,67.65240642,84.40470732,97.09848059,103.3322476,111.598977,117.3062147,162.1473354,237.0162602,321.0769231,398.2830189
57,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,63.47619048,80.424507,92.95378383,98.77683316,107.0004988,112.4791209,156.4589666,230.140625,311.3333333,386.3090909
58,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,59.38743455,76.56236097,88.9589586,94.41103018,102.6257908,107.9101604,151.1061947,223.7819549,302.2857143,375.1754386
59,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,55.38341969,72.81309367,85.10602025,90.22324159,98.45890736,103.5791667,146.0601719,217.884058,293.862069,364.7966102
60,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,51.46153846,69.17182774,81.38754144,86.2027972,94.48538283,99.4680203,141.2952646,212.3986014,286,355.0983607
61,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,65.6339628,77.79660436,82.33986288,90.69206349,95.56039604,136.7886179,207.2837838,278.6451613,346.015873
62,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,62.1951561,74.32675771,78.62536023,87.06696231,91.84154589,132.5197889,202.503268,271.75,337.4923077
63,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,58.85130471,70.97197811,75.05089538,83.59913232,88.29811321,128.470437,198.0253165,265.2727273,329.4776119
64,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,55.59852921,67.72663513,71.60869565,80.27855626,84.91797235,124.6240602,193.8220859,259.1764706,321.9275362
65,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,52.43315867,64.5854598,68.29155313,77.0960499,81.69009009,120.9657702,189.8690476,253.4285714,314.8028169
66,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,49.35171682,61.54351603,65.09277431,74.04317719,78.60440529,117.4821002,186.1445087,248,308.0684932
67,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,58.59617478,62.00613497,71.11217565,75.65172414,114.1608392,182.6292135,242.8648649,301.6933333
68,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,55.73909049,59.02583979,68.29589041,72.82362869,110.9908884,179.3060109,238,295.6493506
69,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,52.96817976,56.14648603,65.58771593,70.11239669,107.9621381,176.1595745,233.3846154,289.9113924
70,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,50.27960184,53.36303081,62.98154426,67.51093117,105.0653595,173.1761658,229,284.4567901
71,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,50.67076167,60.47171904,65.01269841,102.2921109,170.3434343,224.8292683,279.2650602
72,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,48.06526994,58.05299456,62.61167315,99.63465553,167.6502463,220.8571429,274.3176471
73,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,55.72049911,60.30229008,97.08588957,165.0865385,217.0697674,269.5977011
74,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.46970228,58.07940075,94.63927856,162.6431925,213.4545455,265.0898876
75,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,51.29638554,55.93823529,92.28880157,160.3119266,210,260.7802198
76,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,49.19661591,53.87436823,90.02890173,158.0852018,206.6956522,256.655914
77,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,51.88368794,87.85444234,155.9561404,203.5319149,252.7052632
78,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,49.96236934,85.7606679,153.9184549,200.5,248.9175258
79,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,48.10684932,83.7431694,151.9663866,197.5918367,245.2828283
80,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,81.79785331,150.0946502,194.8,241.7920792
81,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,79.92091388,148.2983871,192.1176471,238.4368932
82,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,78.10880829,146.5731225,189.5384615,235.2095238
83,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,76.3582343,144.9147287,187.0566038,232.1028037
84,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,74.66611018,143.3193916,184.6666667,229.1100917
85,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,73.02955665,141.7835821,182.3636364,226.2252252
86,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,71.44588045,140.3040293,180.1428571,223.4424779
87,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,69.91255962,138.8776978,178,220.7565217
88,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,68.42723005,137.5017668,175.9310345,218.1623932
89,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,66.98767334,136.1736111,173.9322034,215.6554622
90,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,65.59180577,134.890785,172,213.231405
91,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,64.23766816,133.6510067,170.1311475,210.8861789
92,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,62.92341679,132.4521452,168.3225806,208.616
93,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,61.64731495,131.2922078,166.5714286,206.4173228
94,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,60.40772532,130.1693291,164.875,204.2868217
95,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,59.20310296,129.081761,163.2307692,202.221374
96,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,58.03198887,128.0278638,161.6363636,200.2180451
97,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,56.89300412,127.0060976,160.0895522,198.2740741
98,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,55.78484438,126.015015,158.5882353,196.3868613
99,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,54.70627503,125.0532544,157.1304348,194.5539568
100,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.65612648,124.1195335,155.7142857,192.7730496
101,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,123.2126437,154.3380282,191.041958
102,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,122.3314448,153,189.3586207
103,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,121.4748603,151.6986301,187.7210884
104,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,120.6418733,150.4324324,186.1275168
105,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,119.8315217,149.2,184.5761589
106,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,119.0428954,148,183.0653595
107,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,118.2751323,146.8311688,181.5935484
108,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,117.5274151,145.6923077,180.1592357
109,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,116.7989691,144.5822785,178.7610063
110,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,116.0890585,143.5,177.3975155
111,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,115.3969849,142.4444444,176.0674847
112,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,114.7220844,141.4146341,174.769697
113,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,114.0637255,140.4096386,173.502994
114,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,113.4213075,139.4285714,172.2662722
115,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,112.7942584,138.4705882,171.0584795
116,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,112.1820331,137.5348837,169.8786127
117,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,111.5841121,136.6206897,168.7257143
118,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,111,135.7272727,167.5988701
119,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,110.4292237,134.8539326,166.4972067
120,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,53.6,109.8713318,134,165.4198895
